TF,t
ADNP,1.6730799466879216
ADNP2,6.778156595544079
AEBP2,3.872172084296937
AHR,1.7688775098251226
AHRR,-0.9447342932090717
AIRE,-0.8492062125564738
ALX1,0.048201782392195254
ALX3,-0.1259009577615745
ALX4,0.6000938806252478
AR,0.6809569820957502
ARID2,-0.4204739836287376
ARID3A,2.847617496063791
ARID3B,0.7408570693138228
ARID5A,-7.23537189149818
ARID5B,6.379874956966287
ARNT,0.7940302950577
ARNT2,-3.472767038485545
ARNTL,-0.7764334999383901
ARNTL2,9.579426459256704
ARX,-0.9176962578638547
ASCL1,3.261984134500476
ASCL2,0.8159778243551876
ATF1,-0.21809110824758482
ATF2,-0.39844247871771254
ATF3,-4.17894540045123
ATF4,2.914817602344428
ATF5,0.63515612527057
ATF6,1.479130885993729
ATF6B,-7.786231711944207
ATF7,-0.3775379739267596
ATOH1,-0.17881443024931326
ATOH8,-0.48364166041008383
BACH1,1.37226205872141
BACH2,-0.18809787635919653
BARHL1,-1.1743552348942046
BARHL2,0.1499955290661974
BARX1,-0.6981598221669996
BARX2,1.5490312617193824
BATF,2.717120137888718
BATF2,1.553987148980902
BATF3,9.176078422424649
BBX,-2.4344885820806574
BCL11A,1.5656415100662204
BCL11B,0.4113921333443449
BCL6,-3.7272798857637084
BCL6B,1.4303965630748736
BHLHA15,1.9091569567836681
BHLHE22,-0.6292284664196779
BHLHE23,0.08244566499956768
BHLHE40,-5.438806861230321
BHLHE41,0.1809091686078344
BNC1,1.122329547950816
BNC2,-4.594569985213224
BRF2,0.49382085351995336
BSX,0.6173175543090694
CASZ1,-0.06999925746190819
CBX2,0.040186022154895695
CDC5L,-1.2674205215318237
CDX1,-0.456129038730096
CEBPA,1.0101839497140759
CEBPB,1.7872614484970129
CEBPD,-0.26466546718971845
CEBPG,-0.6556884017066252
CEBPZ,-1.6391966349480382
CENPB,0.19105429398256527
CIC,2.5033055535306956
CLOCK,0.19004262708381142
CREB1,3.5723290462799127
CREB3,2.5914469527220567
CREB3L1,2.0607589249456497
CREB3L2,1.318878741764373
CREB3L4,-3.118847334136585
CREB5,1.4853413802093265
CREBL2,-4.982062523858078
CREBZF,-1.1334064016206087
CREM,2.242368639514173
CRX,-2.851195505501129
CSRNP1,15.703578617451713
CSRNP2,1.4526344266070905
CSRNP3,-4.7552167901756794
CTCF,0.6714992563397307
CTCFL,1.0333010267993017
CUX1,0.7921700460506113
CUX2,-1.5099745926202521
CXXC1,-2.9043021759169276
CXXC4,3.3512472002658367
DBP,1.75743738240685
DDIT3,1.2522045899662497
DEAF1,-0.7627569936088409
DLX1,-2.6415736679712816
DLX2,0.6800868950990813
DLX3,1.40103518303907
DLX4,-2.034703038930907
DLX5,0.3358700855857296
DLX6,2.196355055625673
DMBX1,2.019973512745992
DMRT3,-1.4331390148168865
DMRTA1,0.14091112509687143
DMTF1,-3.216282333513049
DNMT1,-0.3244760757333282
DUX4,-1.247167482204822
DUXA,0.13487870678576522
E2F1,1.2522539122654925
E2F2,1.208655017890408
E2F3,1.1734688194873424
E2F4,2.4361108351666165
E2F5,0.7947108785852637
E2F6,-0.6327922305141468
E2F7,2.2735493599436687
E2F8,-0.5947247044516251
E4F1,-1.1495287610651563
EBF1,0.873418753335173
EBF2,-2.696541759089183
EBF3,-5.440796801965256
EBF4,-1.696140123807003
EGR1,1.9201688823220338
EGR2,-1.0390665750098536
EGR3,5.860088409889367
EGR4,4.160509290989819
EHF,1.3791569559006982
ELF1,2.236621142714683
ELF2,1.3820312267982306
ELF3,0.42887317840714845
ELF4,5.335238316509317
ELF5,-0.18897519743516455
ELK1,1.3645781366626646
ELK3,-0.48739280922246897
ELK4,1.681312597184749
EMX1,0.820451318552037
EMX2,-2.814831808145188
EN1,0.4447849117861969
EN2,1.459808274891119
EOMES,-0.7347309656058624
EPAS1,3.529523586004607
ERF,-3.9037743343521814
ERG,0.31452649473726657
ESR1,0.4728260660563068
ESR2,1.88412184033829
ESRRA,0.270609678613976
ESRRB,-1.0939820619571035
ESRRG,-1.1011583319531038
ESX1,-0.3325960286706613
ETS1,3.420488264785887
ETS2,4.429908530202436
ETV1,-0.6951415113483923
ETV2,-0.5718150115218396
ETV3,-4.485483679538219
ETV4,-1.5302302507604113
ETV5,0.9805814737696943
ETV6,-1.543389277078782
ETV7,-5.793202577424242
EVX1,0.6968199708229716
EVX2,-1.4068713974710954
FEV,1.1468272253750527
FEZF1,-2.1018235687611266
FIGLA,-1.056259210353534
FIZ1,3.855945007472278
FLI1,1.3689572781320722
FOS,2.6154811408550787
FOSB,2.557357933777125
FOSL1,-0.7028283477063553
FOSL2,-1.8578274566772102
FOXA1,-1.584381964383669
FOXA3,-1.1942383950685043
FOXB1,0.822869600488002
FOXC1,0.16996376875269495
FOXC2,-1.299619444150493
FOXD1,-2.0898951891495483
FOXD2,-0.9688327019145944
FOXD3,-1.1403006150219337
FOXF1,2.7676080461473718
FOXF2,-2.1996030829700164
FOXG1,1.291953395933983
FOXH1,-1.7815376627532056
FOXI1,-0.7130395043738138
FOXJ1,-0.21062452696849315
FOXJ2,-0.8973447510794104
FOXJ3,1.8170526843659034
FOXK1,0.4709258649969202
FOXK2,3.4965515154893416
FOXL1,-0.1409265584146505
FOXL2,4.216790401638128
FOXM1,-0.06716447136651033
FOXN1,-0.5852255502882602
FOXN2,-0.5447816769890285
FOXN3,1.5273516150368935
FOXN4,1.885739596525481
FOXO1,0.6460192777232179
FOXO3,0.8305534331209551
FOXO4,1.515725442650615
FOXO6,-0.605289807260617
FOXP1,-0.4243739322070246
FOXP2,-2.645806497108398
FOXP3,-0.5789867681116277
FOXP4,-0.912211868851707
FOXQ1,0.09192680615731047
FOXS1,2.453214575795088
GABPA,0.1867163240380796
GATA2,-1.457625628837576
GATA3,0.11657890766344546
GATA4,1.8434380010272748
GATA5,-2.602265667275121
GATA6,1.4442448666925363
GATAD2A,-9.804365246169603
GATAD2B,-1.2241034210115498
GBX1,0.3898897174766527
GBX2,-1.9494868645734504
GCM1,-0.09097290101737118
GCM2,-0.3321456883578494
GFI1,-0.40846531462137037
GFI1B,0.5201661393137895
GLI1,-1.6124778359456169
GLI2,-0.2470949926262425
GLI3,1.523766157721477
GLI4,-1.1551200898606928
GLIS1,1.3024201581063461
GLIS2,0.5795092636779807
GLIS3,7.637588214634972
GLYR1,1.5307558433044208
GMEB1,1.3270683723435186
GMEB2,4.812995305651038
GRHL1,3.799230806874041
GRHL2,1.1145730721050955
GRHL3,-0.3753888682739344
GSC,0.5670406910560175
GSC2,-0.6100477628208991
GSX1,-0.01639964350441868
GSX2,-1.5456805529084137
GTF2B,-0.710219270972652
GTF3A,-2.8018997721401933
GZF1,-3.826046719779958
HAND1,0.0517912682771941
HAND2,-3.016231995800506
HBP1,-2.325573086172646
HDX,1.3118121428057303
HES1,0.07949552153828113
HES2,0.7510420028206876
HES4,-1.9528727413343954
HES5,0.5919718515551532
HES6,-0.7633383928285542
HES7,1.3783433351081582
HESX1,-0.7429520971613245
HEY1,-1.8046371977582105
HEY2,-3.2274655425725545
HEYL,0.5967824039038431
HHEX,0.29975237477071814
HIC1,-0.7447064828149902
HIC2,-1.176878268605462
HIF1A,4.496155602998367
HIF3A,-0.7867476490157109
HINFP,1.3886317779172999
HIVEP1,6.716275004984721
HIVEP2,9.480024816882503
HIVEP3,5.404580810868469
HLF,-0.7337194107833327
HLX,0.21643732702178498
HMBOX1,-1.1580744357370292
HMG20A,-4.5937836920874675
HMG20B,-3.730816273359071
HMGA1,1.8515753459324718
HMGA2,0.9395038734245786
HMGN3,2.899656718812638
HMX1,0.2839954483175609
HMX2,0.429343930310452
HMX3,-0.026605874147634597
HNF1B,0.8565674676515898
HNF4A,-0.5504935378038514
HNF4G,1.6358328075262922
HOMEZ,-1.8032088226650855
HOXA1,-1.3482525617808907
HOXA11,-0.3666091382110216
HOXA13,-0.7323337509590359
HOXA2,-0.06664607705795078
HOXA3,-1.4737850043235845
HOXA4,-0.1250220678569513
HOXA5,0.6711296379695058
HOXA6,-0.4686198424157477
HOXA7,-1.226357977187177
HOXA9,0.5671983554933445
HOXB13,-1.3079068609414803
HOXB2,-1.589203705484261
HOXB3,-2.602599918720985
HOXB4,0.8505409099054079
HOXB5,-0.06158737521779177
HOXB6,-1.146655943533863
HOXB7,0.39944262414349613
HOXB8,0.37539972748421346
HOXC10,-0.5965170138024668
HOXC11,-2.120033995197427
HOXC12,-0.7587940519817018
HOXC13,-2.3648796250951096
HOXC4,-4.014783970666301
HOXC6,-1.2290261983592339
HOXC8,-1.0644406928685095
HOXC9,-1.4718339345866949
HOXD11,-0.08558698266051942
HOXD12,-0.8874974842279068
HOXD13,-0.1510395467826625
HOXD3,-1.4213861494240925
HOXD8,-2.3067022743503682
HOXD9,0.3497974694554161
HSF1,0.25922770072705387
HSF2,0.418160489504268
HSF4,-1.7805311961413166
IKZF1,0.26828605299407177
IKZF2,-1.3812362946166232
IKZF3,1.2561913923520585
IKZF4,-0.5553641837300968
IKZF5,2.017277712249032
INSM1,-0.3540466218539693
IRF1,1.1907619105127034
IRF2,1.8857336025101872
IRF3,-0.23886745245156585
IRF4,2.1079899286361896
IRF5,-0.8441914692294856
IRF6,-0.7916318811452752
IRF8,-0.07992979287586222
IRF9,1.6354887884039238
IRX2,0.5878972723336684
IRX3,-0.2193103229755365
IRX4,0.35528173694253123
IRX5,0.9429818043441911
IRX6,2.750605394648143
ISL1,0.9868317264790105
ISL2,-0.9554967820288027
ISX,0.6173175543090694
JDP2,-2.9593592439705407
JUN,2.632169829981426
JUNB,3.1308569841443266
JUND,1.1159480431147397
KAT7,-3.972076429232082
KDM2A,2.5897203439136343
KDM5B,0.7822904877712419
KLF1,3.3415321374186813
KLF10,-11.054615011928398
KLF11,3.206509440100257
KLF12,2.38111893672518
KLF13,1.3006320202974988
KLF14,0.6349926703571589
KLF15,1.9183981733911346
KLF16,5.383002580241754
KLF2,0.11491732563028474
KLF3,0.8754206391419054
KLF4,-0.11147779395079582
KLF5,0.4191757796437322
KLF6,3.3469014874550265
KLF7,-0.17142855735115659
KLF8,-4.264425866817163
KLF9,0.6373070146203161
KMT2A,-0.32323871021939704
KMT2B,-1.2787437293777857
L3MBTL1,-4.759198258882722
LBX1,0.44601603330735584
LBX2,-0.7564885492659499
LEF1,0.4880052133624056
LHX2,-0.7633189619981909
LHX3,-0.08999608534349542
LHX4,-3.0802669954873005
LHX6,-0.47086594606633386
LHX8,-0.14911104128404173
LHX9,0.6173175543090694
LIN54,0.383430705199253
LMX1A,-0.40178066275384233
LMX1B,-1.2765889124404541
LYL1,0.04105715122821713
MAF,1.5625843257889367
MAFA,2.188267130279903
MAFB,1.5421080795362079
MAFF,2.0183696794857475
MAFG,1.0356153454254091
MAFK,0.3105470619645282
MAX,3.0763161996586788
MAZ,1.1146628712623288
MBD1,0.44035101895522294
MBD2,0.08003115767980824
MBD3,2.752405722052512
MBD4,1.9054171987405002
MECOM,-0.4535781905302129
MECP2,0.7208628581674396
MEF2A,1.658085958621626
MEF2B,1.2377841601154405
MEF2C,-0.6105832295168119
MEF2D,2.031450218639959
MEIS1,-1.608142144212345
MEIS2,-1.8160348972108207
MEIS3,0.30738814991836
MEOX1,0.33623676651186046
MEOX2,-4.634579407516373
MESP1,-1.2895835200677255
MGA,-2.417734215471031
MITF,3.4752140164986063
MIXL1,-0.5492185213800752
MKX,-2.8715820142471538
MLX,-0.8824503433991376
MLXIP,2.4480235179801895
MLXIPL,-0.785045469171319
MNT,-2.9064325013462766
MNX1,-1.1943022392964706
MSX1,-2.7858535910506106
MSX2,-0.7479496396247318
MTF1,3.475061278829298
MXD1,-9.415600779107923
MXD3,1.5836030591170973
MXD4,-0.0065019409177152964
MXI1,-2.537175982461931
MYB,0.4105309609431093
MYBL1,0.31796563700773967
MYBL2,1.2013736455209156
MYC,1.4258455296286514
MYCL,1.0066574669010018
MYCN,1.7320842171034885
MYF6,0.8557760682922174
MYNN,1.6741218873720787
MYOD1,1.4416562780991196
MYOG,-0.24779361984104656
MYRF,0.27520833861239197
MYT1,-0.8758481737547601
MYT1L,-0.5852557900326789
MZF1,-3.220425159823361
NANOG,-0.32455751724591586
NCOA1,0.5556905275356356
NCOA2,-0.29059009938088703
NCOA3,0.16773475128949047
NEUROD1,1.548859619880273
NEUROD2,0.15213021627881984
NEUROG1,-0.8951382354822651
NEUROG2,0.12911493803785157
NFAT5,-0.829527562857102
NFATC1,2.436349738226883
NFATC3,-2.185392050929945
NFATC4,-2.932901215404617
NFE2,0.6871637130252993
NFE2L1,0.2710772117335764
NFE2L2,2.650256050330726
NFE2L3,-0.05187149866411128
NFIA,-0.06381581788979158
NFIB,-4.8458897810274655
NFIC,-1.3779321580074928
NFIX,-6.075802466079367
NFKB1,5.371089665271623
NFKB2,-2.983971553420161
NFX1,3.6493465474370557
NFXL1,-0.668523322593362
NFYA,-0.01684370708222173
NFYB,0.15568177616763332
NFYC,1.0430288154451357
NHLH1,0.32941787730975186
NHLH2,0.019474479237792837
NKX2-1,-0.6100079759447228
NKX2-3,1.0167183818230763
NKX2-5,0.4653422076369751
NKX2-8,-0.7190675174108945
NKX3-1,-2.6505939572258845
NKX3-2,-0.4158555792080443
NKX6-1,-0.6991520308805983
NKX6-2,-0.63910046040638
NME2,0.24952642532722175
NOBOX,-0.44605802004033673
NOTO,1.1397565813114992
NPAS1,-0.17290641448868596
NPAS2,1.6972376681356882
NPAS3,-2.295262419124588
NPAS4,-2.0068805635719364
NR1D1,1.3231362476772963
NR1D2,-0.7803228379486666
NR1H2,3.426422190650046
NR1H3,1.1749040736852927
NR1H4,1.26334519158547
NR1I2,1.49142595347106
NR1I3,0.005825848051756381
NR2C1,2.927272251498433
NR2C2,-1.0728816787484086
NR2E1,1.0616348231627846
NR2E3,-1.1556444256969927
NR2F1,-0.9977092769955139
NR2F6,-0.29337674890983984
NR3C1,-1.1281111059403948
NR3C2,-3.2927768828459154
NR4A1,0.460841238652008
NR4A2,3.146775153137084
NR4A3,11.518313461262009
NR5A2,-0.3526867626500409
NR6A1,-1.0766086950352662
NRF1,0.7476192341003909
NRL,-3.2082165831636122
OLIG1,-0.20718776763277444
OLIG2,0.7691278619151579
OLIG3,0.13499503278337557
ONECUT1,0.6347058675177785
ONECUT2,-0.42352775685619265
ONECUT3,-0.7105360779973069
OSR1,-5.3231838918794745
OSR2,-3.01430596862528
OTX1,-0.1874955578047486
OTX2,-0.5005164390187543
OVOL1,-0.5988723974013316
OVOL2,-1.0954966915307285
PATZ1,3.3796079763266
PAX1,0.13737695554485368
PAX2,0.6578776140392455
PAX3,1.9956158614764496
PAX4,-0.14911104128404173
PAX5,1.492329382337185
PAX6,0.7634782888610854
PAX7,-1.6877551432151885
PAX9,0.8278839016855823
PBX1,-3.319403256900532
PBX2,0.6691663525813957
PBX3,-1.3701906436884932
PBX4,0.46327178224783044
PCGF2,-2.3364286088938715
PDX1,-0.3772736371483387
PEG3,-1.3914054057752496
PGR,-0.20099537947711082
PHOX2A,1.9350372947272836
PHOX2B,2.289041860691833
PITX1,-2.6566505845780664
PITX3,-0.8970680130771447
PKNOX1,0.0219570342926275
PKNOX2,-2.3868912664290187
PLAG1,0.44552231718525337
PLAGL1,-5.250805478117309
PLAGL2,1.8916645792407056
POU2F1,1.3226666325188632
POU2F3,0.5685894603540614
POU3F1,-0.5579989364281117
POU3F2,1.6135847269866763
POU3F3,-0.8658169386871831
POU3F4,0.345111261743415
POU4F1,0.05669452500662327
POU4F2,-0.5259504615074488
POU4F3,-0.42596679620672473
POU5F1,-1.032743345140741
POU5F1B,0.345111261743415
POU6F1,-1.0863321719359986
POU6F2,-1.5122375627999431
PPARA,-0.9258770469973505
PPARD,3.082783768479187
PPARG,1.0179503176419562
PRDM1,1.6753096467298212
PRDM10,-1.1916971898725084
PRDM14,3.0429818277503657
PRDM15,1.6399157694290245
PRDM16,-3.079050642964815
PRDM2,-0.060440851190288046
PRDM4,1.371804417853233
PRDM5,4.1953445295300975
PRDM6,-3.5901652364260634
PRDM8,-3.6315799420090626
PROP1,0.9581783869323519
PROX1,1.4340760771299486
PROX2,-1.5847630249310323
PRRX1,-1.897729053314213
PRRX2,2.0119811632106868
PTF1A,0.9932876499714773
PURA,-2.0276919252968044
PURB,3.5474874621850647
PURG,-2.450714484551019
RARA,3.432177419538618
RARB,0.1518078969255732
RARG,0.8650489186533202
RAX,-0.04198467587549675
RAX2,0.6173175543090694
RBAK,0.5935416211102631
RBPJ,2.0630073439965533
REL,2.8185645288949006
RELA,5.132352350448634
RELB,1.4957163320268612
RFX1,-1.0997694977884458
RFX2,-1.5487117818645533
RFX3,2.9995745456628673
RFX4,-2.2345377588730577
RFX7,-1.8719497057833212
RFX8,-0.783531714681386
RHOXF1,0.07094653283129881
RLF,5.85118425786516
RORA,0.493995156062969
RORB,-1.4995889434281366
RORC,-0.9737653981188565
RREB1,-0.7536953511360409
RUNX1,1.3953250812988736
RUNX2,1.9647801488564398
RUNX3,-1.9167625721178465
RXRA,-0.7283058197804118
RXRB,0.27259728723180543
RXRG,-2.7869351651153007
SALL1,-0.7141712126964154
SALL2,-4.396050069129198
SALL4,-0.11986860091277794
SATB1,-0.5694133257948586
SATB2,-1.152952307404952
SCRT1,1.4257627257486887
SCRT2,-0.7841567074658035
SCX,0.07532486542118248
SETDB1,-1.2764867271030866
SHOX,0.6173175543090694
SHOX2,-0.5425600471155725
SIM2,-1.0019666829500626
SIX1,-0.6858049937611396
SIX2,-1.7521307926222354
SIX3,-1.5629509001677848
SIX4,1.0232298046529467
SIX5,-1.4513262482083498
SKI,1.128200242518505
SMAD1,-0.10971432420007698
SMAD3,2.389218329943182
SMAD4,3.9187651211949666
SMAD5,-0.08208594303386843
SMAD9,0.028174565746670134
SNAI1,-2.86132623741368
SNAI2,-2.531056660755293
SNAI3,-1.0903059365409067
SNAPC4,-0.16194635468415672
SOX1,-0.6718595375141218
SOX10,2.1032236670376148
SOX11,1.6153238884358656
SOX12,-2.5231432805995566
SOX13,0.16268115622138077
SOX15,-2.6627943593666026
SOX17,2.212695670593355
SOX18,1.399547702834657
SOX2,-1.5784386899024547
SOX21,1.2308542745337996
SOX3,-0.5181924578040662
SOX4,1.034450056847306
SOX5,-1.2370434368480936
SOX6,0.3366296324964441
SOX7,7.810422745962126
SOX8,-1.906548738199628
SP1,4.277150063648902
SP100,4.104959281595946
SP110,4.003686268966765
SP140,3.1640201463723407
SP140L,2.510388662531699
SP2,-1.0280201827877982
SP3,-0.24446029406540978
SP4,-0.444452474462156
SP5,-1.99813165393689
SP6,1.584137688000918
SP8,0.437192726120387
SPI1,3.307011737725113
SPIB,1.1727873800758122
SPIC,-1.8515169851475421
SPZ1,-1.4631458906595145
SREBF1,0.7242756224749535
SREBF2,1.394476732597373
SRF,2.385197049888602
SRY,-0.6827631987705453
ST18,0.33622864891468285
STAT1,4.750518925671621
STAT2,1.5393128227600228
STAT3,5.26796177245574
STAT4,0.3905028241984502
STAT5A,1.5306604717280243
